	H1650	H23	CAL-12T	H358	H1975	HCC15	H1355	HCC827	H2405	HCC78	H1666	H661	H838	H1703	CALU-3	H2342	H2228	H1299	H1792	H460	H2106	H441	H1944	H1437	H1734	LOU-NH91	HCC44	A549	H1781
MNT	-1.507037907	1.154298476	0.052093884	-1.03039557	1.362536855	-0.544265902	-0.799657225	-0.100470056	-0.860100482	0.394474883	0.507431476	-1.172733716	-1.339400881	-0.924964453	-1.662603988	-0.385739934	-0.281149899	-0.432639346	-2.067221078	-0.283550405	0.297663856	1.558883371	-2.107580972	0.274037081	-0.116714219	-0.452672405	-0.68530218	-1.232673933	-0.701596647
CITED1	-0.534359932	-0.363356066	-0.2217074	-0.545354557	-0.490948389	0.456530642	-0.423016137	-0.711857217	-0.289020269	-0.954152388	-0.791568997	0.110793126	-0.701401089	1.536944276	-0.422515836	-0.765811766	-0.485937147	-0.032984812	-0.521725101	-0.068998201	2.390983225	-0.75800768	-0.507685983	-0.731239363	-0.294692087	-0.631562003	-0.471004529	-0.298382926	-0.616087143
MSX2	0.815235717	-0.33185464	0.077558137	-1.012668102	-0.017158268	2.487866376	1.616288537	-0.56436984	2.373021718	-0.225923473	-1.172077136	-1.056547583	0.41660186	-0.161128511	-0.449955476	-1.092154698	1.498633407	-0.286732979	0.053804443	1.796599489	-0.940320806	-0.270784986	0.131584659	1.005511237	-0.931204497	0.104664176	-0.783668611	-0.300541216	-1.073445551
MTF1	-0.060259193	1.831092377	-1.437479528	-0.49204966	-1.347833104	0.079311824	-0.267593358	-0.706143745	0.130920783	-1.362927265	1.758945388	-0.892901701	-0.481959188	0.149134389	0.463257327	-0.397922824	-0.952642777	-0.92419272	0.169463558	-0.580963946	-0.027762168	0.098439479	0.019195696	-0.660879229	-1.910006936	-0.256970626	1.003345758	-2.159063957	-0.775072473
MYBL1	0.368860536	1.349835884	-0.022578464	0.378583291	1.203148355	0.631937286	0.781509936	2.322137749	1.293795678	0.528826267	-1.487251032	0.636573711	0.049006071	0.332300564	-0.510692442	-0.389338426	1.070300654	2.059661122	0.006620749	-0.166020797	0.388472872	0.655481751	0.324726176	-0.161338324	0.975269788	0.993021364	-0.039839372	0.345153773	-1.188735295
MYC	-0.938186994	0.264660692	0.44227114	-0.991285291	0.797744609	-0.271540204	-0.070652863	1.053710075	0.139252481	0.089225816	0.790431474	-0.766114208	-1.730072083	0.052459231	0.29015908	-0.340176904	0.02339038	0.293729543	1.169112953	0.444257282	-4.08025881	0.455204024	0.102107037	0.062223471	-0.426929973	-0.349223608	1.060546766	0.167420106	-0.240559836
MYCN	-0.157933167	0.513631348	0.072451615	-0.277909357	-0.367811041	0.003153702	-0.297586677	-0.450293305	-0.239771758	-0.675873977	-0.153011884	-0.466599155	-0.424985412	-0.348766457	-0.062544643	0.802538776	-0.271846024	-0.157872237	-0.343345234	-0.332202825	5.040093006	-0.24746302	-0.432634492	-0.16415898	0.000193121	-0.262558079	0.005929931	-0.063544523	-0.259158488
MYT1	-0.733395006	0.018205059	-0.077143317	-0.468211101	-0.459351165	-0.334611458	-0.287716353	-0.472175893	-0.748232839	-0.160474482	-0.80935161	0.029178186	-0.007508089	0.037758335	-0.504881453	-0.460336108	-0.609995094	-0.237361437	-0.929137032	-0.526129376	3.111657885	-0.415256209	-0.541513136	-0.668673118	-0.476372705	-0.483317348	-0.144271832	0.185229065	-0.729866954
NAB2	-0.534266387	2.205207309	0.202702429	-0.751528524	0.558834451	-0.733752545	-0.245869865	-0.636275645	0.566115168	0.465665956	0.222204512	-0.398685698	-0.492759141	0.307412818	-0.627354138	-0.516008988	-0.240644324	0.577452916	-1.685747028	-0.125853059	-1.171757973	1.009163319	-1.181933304	-0.162858419	0.470225735	-0.159249292	0.429195339	-0.503859225	-1.005270419
ATF1	-0.54587212	0.91369216	1.129617615	-0.242608426	1.323475396	1.335397205	1.319018852	-0.732438891	0.427057651	-0.751095568	0.525900593	0.348335891	2.486744428	1.782224994	-2.077630917	3.379124588	1.300823772	0.490201902	-1.188754445	1.104478188	-3.375882788	-0.276866712	1.946004814	0.994441981	1.769202025	0.022159187	1.356918008	0.535095458	1.257674645
ATF3	0.466244414	1.224256446	-0.93704671	-0.838700954	-0.610645632	-0.680606966	1.089161153	0.635296351	-1.365208085	2.054580769	-1.094468189	0.806495798	1.572596028	1.287062052	-0.436742584	-0.983714349	0.97265877	-0.346480505	-0.953887705	-1.021039192	-0.941463798	-0.651307026	-0.037951225	-1.381599233	0.524752742	-0.098518901	1.046599778	-0.289199648	2.669678313
ATOH1	-0.241059891	0.815525577	0.192422464	-0.267478473	0.624143995	0.709842943	0.137533775	-0.293757933	-0.609925422	0.198606111	-0.561565069	0.070294403	-0.819914008	-0.23163907	1.040601596	0.142301287	-0.309127763	1.059204447	-0.262881229	-0.058661001	11.61425747	-0.237415734	0.420031743	-0.211964774	-0.700082493	0.702982376	0.505093223	0.056743537	-0.450039325
NEUROD2	-0.498563937	-0.119139159	-0.172772518	-0.362686813	-0.384758144	0.043663963	-0.074652921	-0.099301063	-0.2017265	-0.510896932	-0.558399489	-0.397028672	-0.298759597	-0.271269155	-0.161131134	-0.433871487	-0.407135124	-0.013090571	-0.184275579	-0.322957077	8.778041575	-0.422297033	-0.486108236	-0.275155565	0.151361265	0.291463912	0.114766091	-0.338386707	0.026572235
NFE2	0.153536151	-0.331947208	0.524343535	-0.266656662	2.056043688	-0.213249076	-0.136346041	-0.235922837	-0.31209594	-0.478869596	-0.025419696	-0.454525071	-0.160802863	-0.353017311	-0.471424429	-0.11138799	-0.285977941	-0.425942697	1.442779134	-0.426802729	-0.379937139	-0.28731866	-0.187057125	0.081750856	-0.035824305	-0.331965011	-0.413117536	-0.266808674	-0.432513452
NFKB1	-0.553620828	0.831493687	0.282928636	0.035833058	-0.554565062	-1.011845989	0.390042088	1.213941146	0.194209097	1.08262266	0.711711178	-0.467964805	-0.244613801	0.535494942	-0.02287499	0.477095811	0.736219299	0.429818824	0.562332174	-0.039500504	-4.408000822	0.340041977	-0.213302531	-1.853669175	0.180670412	-0.37847589	0.994356587	-0.228448746	-0.01371825
